Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,log_difference
C11orf87,5,0,0,0,52,2,0,0,0,59,57,57,4.202914695127
C4BPB,3,2,1,0,47,4,0,2,0,59,57,57,4.202914695127
CBFB,5,3,0,0,40,7,0,3,1,59,57,57,4.202914695127
DCPS,2,0,1,0,52,3,0,1,0,59,57,57,4.202914695127
DKK3,0,0,0,0,49,9,0,1,0,59,57,57,4.202914695127
DUSP21,0,1,0,0,54,4,0,0,0,59,57,57,4.202914695127
ELMOD3,0,0,0,0,50,5,0,4,0,59,57,57,4.202914695127
GGH,1,1,0,0,51,3,0,3,0,59,57,57,4.202914695127
GNAT1,2,1,1,0,47,6,0,1,1,59,57,57,4.202914695127
GORASP1,1,2,2,0,51,1,1,1,0,59,57,57,4.202914695127
GSTA2,0,2,0,0,54,2,0,1,0,59,57,57,4.202914695127
KRTAP10-8,0,0,0,0,55,3,1,0,0,59,57,57,4.202914695127
LANCL1,1,0,0,0,51,6,0,1,0,59,57,57,4.202914695127
MRPL39,2,0,0,0,51,4,0,2,0,59,57,57,4.202914695127
NACA2,1,0,0,0,46,12,0,0,0,59,57,57,4.202914695127
PACRGL,3,0,0,0,46,5,0,5,0,59,57,57,4.202914695127
PLSCR1,0,0,2,0,47,4,0,6,0,59,57,57,4.202914695127
RAB27B,3,1,0,0,48,4,0,3,0,59,57,57,4.202914695127
SH3BP5,1,0,0,0,48,6,0,4,0,59,57,57,4.202914695127
TAS2R3,3,1,3,0,51,1,0,0,0,59,57,57,4.202914695127
TRGC2,0,0,0,0,54,5,0,0,0,59,57,57,4.202914695127
WSB2,2,1,0,0,51,4,0,1,0,59,57,57,4.202914695127
ZNF32,1,0,0,0,51,6,0,1,0,59,57,57,4.202914695127
ZNF446,0,0,0,0,54,3,0,2,0,59,57,57,4.202914695127
ACOT2,3,0,0,0,45,0,0,2,1,51,47,47,4.20066492672984
BRMS1L,1,1,2,0,38,6,0,3,0,51,47,47,4.20066492672984
CASP3,4,0,0,0,41,6,0,0,0,51,47,47,4.20066492672984
CD72,0,0,0,0,37,13,0,1,0,51,47,47,4.20066492672984
CRYBB2,0,0,0,0,47,3,0,1,0,51,47,47,4.20066492672984
DAZL,2,0,0,0,38,6,1,4,0,51,47,47,4.20066492672984
DPP7,7,0,0,0,39,3,0,2,0,51,47,47,4.20066492672984
EBAG9,0,0,1,0,45,5,0,0,0,51,47,47,4.20066492672984
FAM220A,2,0,1,0,42,5,0,1,0,51,47,47,4.20066492672984
GNB2,1,0,2,0,47,0,0,1,0,51,47,47,4.20066492672984
GTPBP6,2,0,0,0,46,1,0,2,0,51,47,47,4.20066492672984
HSD17B13,0,0,0,0,50,1,0,0,0,51,47,47,4.20066492672984
IDH3A,1,0,0,0,43,4,0,3,0,51,47,47,4.20066492672984
IGHV3-30,0,1,0,0,49,1,0,0,0,51,47,47,4.20066492672984
NAIP,2,1,0,0,43,5,0,0,0,51,47,47,4.20066492672984
NRBP2,0,1,0,0,42,6,0,2,0,51,47,47,4.20066492672984
PHOSPHO2,1,1,0,0,47,2,0,0,0,51,47,47,4.20066492672984
PIH1D1,4,1,0,0,37,8,0,1,0,51,47,47,4.20066492672984
PRAMEF17,2,1,0,0,43,5,0,0,0,51,47,47,4.20066492672984
RINL,2,1,0,0,46,2,0,0,0,51,47,47,4.20066492672984
SBSPON,2,0,0,0,45,2,0,2,0,51,47,47,4.20066492672984
SCAMP5,0,0,0,0,46,4,0,1,0,51,47,47,4.20066492672984
SEC62,2,0,0,0,47,1,0,0,1,51,47,47,4.20066492672984
SLC25A51,2,3,0,0,38,6,0,1,1,51,47,47,4.20066492672984
SPIN1,1,0,0,0,44,4,0,1,1,51,47,47,4.20066492672984
SUMF1,1,1,0,0,47,2,0,0,0,51,47,47,4.20066492672984
TAS2R30,0,0,0,0,47,4,0,0,0,51,47,47,4.20066492672984
UBE2J1,0,1,0,0,40,5,0,5,0,51,47,47,4.20066492672984
ACOT8,2,0,0,0,48,4,0,1,0,55,52,52,4.19934721625705
ADPGK,1,0,0,0,49,5,0,0,0,55,52,52,4.19934721625705
AKAP5,6,0,0,0,44,4,1,0,0,55,52,52,4.19934721625705
CDK5,1,0,0,0,53,0,0,1,0,55,52,52,4.19934721625705
CELA2A,2,0,0,0,47,3,0,2,1,55,52,52,4.19934721625705
CLEC1B,2,0,0,0,50,3,0,0,0,55,52,52,4.19934721625705
CTGF,0,1,0,0,52,2,0,0,0,55,52,52,4.19934721625705
CTSB,5,1,0,0,47,1,0,1,0,55,52,52,4.19934721625705
DFFB,1,0,0,0,48,3,0,3,0,55,52,52,4.19934721625705
ENO2,0,0,0,0,51,2,0,1,1,55,52,52,4.19934721625705
FAM173B,2,0,0,0,46,7,0,0,0,55,52,52,4.19934721625705
FAM47E-STBD1,1,1,0,0,51,1,0,0,1,55,52,52,4.19934721625705
GDAP1L1,2,1,0,0,47,3,0,2,0,55,52,52,4.19934721625705
HYKK,1,0,0,0,48,5,0,1,0,55,52,52,4.19934721625705
IFNA8,1,1,0,0,49,3,1,0,0,55,52,52,4.19934721625705
IL20RB,1,1,0,0,44,3,0,5,1,55,52,52,4.19934721625705
IQCF1,2,0,0,0,49,1,0,3,0,55,52,52,4.19934721625705
LPGAT1,2,3,0,0,42,6,0,2,0,55,52,52,4.19934721625705
MAF,1,0,1,0,50,2,0,0,1,55,52,52,4.19934721625705
NPL,1,2,0,0,48,1,1,2,0,55,52,52,4.19934721625705
OR2A1,1,0,1,0,50,2,0,0,1,55,52,52,4.19934721625705
PSMF1,2,0,0,0,51,1,0,1,0,55,52,52,4.19934721625705
RAPGEFL1,1,0,0,0,49,4,0,1,0,55,52,52,4.19934721625705
RCAN2,2,0,1,0,49,3,0,0,0,55,52,52,4.19934721625705
RNF13,3,0,0,0,45,4,0,3,0,55,52,52,4.19934721625705
RPSAP58,1,0,0,0,50,4,0,0,0,55,52,52,4.19934721625705
SLC25A6,3,0,0,0,47,3,0,2,0,55,52,52,4.19934721625705
UTY,3,0,0,0,44,6,0,2,0,55,52,52,4.19934721625705
ZNF259,1,0,0,0,43,9,0,2,0,55,52,52,4.19934721625705
N6AMT2,0,1,0,0,34,6,0,0,0,41,35,35,4.19783647076287
NPFFR1,0,0,0,0,40,0,0,1,0,41,35,35,4.19783647076287
IGLV2-14,0,1,0,0,32,1,0,0,0,34,27,27,4.19610938318359
CASP7,8,0,2,0,45,6,0,1,0,62,61,61,4.19479232578354
EDC3,4,0,0,0,50,5,0,3,0,62,61,61,4.19479232578354
GH1,0,1,1,0,56,2,0,2,0,62,61,61,4.19479232578354
HOXA6,2,0,1,0,52,6,0,0,1,62,61,61,4.19479232578354
LHFPL3,2,1,0,0,51,8,0,0,0,62,61,61,4.19479232578354
MTHFD2L,6,0,0,0,54,1,0,1,0,62,61,61,4.19479232578354
NPIPB15,2,0,0,0,56,4,0,0,0,62,61,61,4.19479232578354
PAAF1,2,0,1,0,54,5,0,0,0,62,61,61,4.19479232578354
SCPEP1,2,1,1,0,51,3,2,2,0,62,61,61,4.19479232578354
TBC1D13,2,0,0,0,58,2,0,0,0,62,61,61,4.19479232578354
ZC3H10,7,1,1,0,48,5,0,0,0,62,61,61,4.19479232578354
IFNA2,2,0,0,0,41,2,1,0,0,46,41,41,4.19348298636671
LRRC59,1,0,0,0,41,2,0,2,0,46,41,41,4.19348298636671
OTUB2,0,0,1,0,38,4,0,3,0,46,41,41,4.19348298636671
TAS2R13,2,0,0,0,43,0,1,0,0,46,41,41,4.19348298636671
TSPAN17,1,0,1,0,40,2,1,1,0,46,41,41,4.19348298636671
ZNF589,2,1,0,0,40,2,0,1,0,46,41,41,4.19348298636671
FAM187B,6,1,0,0,55,3,0,0,0,65,65,65,4.18965474202643
ALG9,0,0,0,0,50,5,0,3,0,58,56,56,4.1874459559715
AMMECR1L,0,0,0,0,55,3,0,0,0,58,56,56,4.1874459559715
B4GALT2,3,1,1,0,52,1,0,0,0,58,56,56,4.1874459559715
C1orf131,3,0,1,0,48,4,0,1,1,58,56,56,4.1874459559715
CELA3A,0,0,0,0,55,2,0,1,0,58,56,56,4.1874459559715
CLDN6,9,2,0,0,46,1,0,0,0,58,56,56,4.1874459559715
COQ5,1,0,1,0,52,4,0,0,0,58,56,56,4.1874459559715
CT55,0,0,0,0,52,6,0,0,0,58,56,56,4.1874459559715
DTNBP1,5,0,2,0,46,4,0,1,0,58,56,56,4.1874459559715
EIF1AX,0,0,1,0,52,2,0,3,0,58,56,56,4.1874459559715
FAM153A,0,0,0,0,44,5,0,9,0,58,56,56,4.1874459559715
FAM21A,4,0,0,0,43,4,1,5,1,58,56,56,4.1874459559715
GNAI3,1,3,0,0,51,2,0,1,0,58,56,56,4.1874459559715
HIBCH,2,3,0,0,49,3,0,1,0,58,56,56,4.1874459559715
ISG20L2,8,2,0,0,48,0,0,0,0,58,56,56,4.1874459559715
LDHAL6A,2,1,0,0,53,1,0,1,0,58,56,56,4.1874459559715
MOGAT1,3,2,0,0,44,8,0,1,0,58,56,56,4.1874459559715
NDRG3,1,2,0,0,50,3,0,2,0,58,56,56,4.1874459559715
POLDIP3,4,1,1,0,43,9,0,0,0,58,56,56,4.1874459559715
TCEAL2,1,0,0,0,54,3,0,0,0,58,56,56,4.1874459559715
UCHL5,1,1,1,0,40,9,0,6,0,58,56,56,4.1874459559715
UPP1,1,2,0,0,51,2,0,2,0,58,56,56,4.1874459559715
UQCC1,1,0,0,0,49,4,0,4,0,58,56,56,4.1874459559715
WDR4,4,2,0,0,46,3,0,3,0,58,56,56,4.1874459559715
BPHL,2,1,2,0,41,3,1,0,0,50,46,46,4.18494304533702
C7orf72,1,2,0,0,45,1,0,1,0,50,46,46,4.18494304533702
CDK3,1,0,1,0,46,1,0,1,0,50,46,46,4.18494304533702
FAM98B,0,1,0,0,44,5,0,0,0,50,46,46,4.18494304533702
HES1,2,3,1,1,42,1,0,0,0,50,46,46,4.18494304533702
LIMS1,0,1,1,0,41,5,0,2,0,50,46,46,4.18494304533702
LRPAP1,1,1,0,0,46,2,0,0,0,50,46,46,4.18494304533702
PPP1R3B,1,1,2,0,40,6,0,0,0,50,46,46,4.18494304533702
TMEM109,2,0,0,0,43,5,0,0,0,50,46,46,4.18494304533702
TNFRSF10C,2,3,0,0,40,4,0,1,0,50,46,46,4.18494304533702
TRMU,3,2,0,0,39,2,0,4,0,50,46,46,4.18494304533702
TTC33,5,0,0,0,37,6,0,2,0,50,46,46,4.18494304533702
TWF2,6,0,0,0,41,2,0,1,0,50,46,46,4.18494304533702
ZC3H12D,1,0,0,0,45,3,0,0,1,50,46,46,4.18494304533702
C11orf88,4,5,0,0,40,4,0,1,0,54,51,51,4.18366981967445
CTLA4,3,1,0,0,39,7,2,2,0,54,51,51,4.18366981967445
CYB5R3,3,0,1,0,48,2,0,0,0,54,51,51,4.18366981967445
DEDD2,5,2,1,0,44,2,0,0,0,54,51,51,4.18366981967445
FAM64A,3,1,1,0,46,3,0,0,0,54,51,51,4.18366981967445
FNDC8,2,0,1,0,46,4,0,1,0,54,51,51,4.18366981967445
GIPR,0,1,0,0,46,5,0,2,0,54,51,51,4.18366981967445
GYPA,0,0,0,0,47,5,0,2,0,54,51,51,4.18366981967445
HSD17B3,0,1,0,0,46,6,0,1,0,54,51,51,4.18366981967445
IGKV6D-41,1,1,1,0,48,3,0,0,0,54,51,51,4.18366981967445
KLK12,3,2,0,0,47,2,0,0,0,54,51,51,4.18366981967445
MLEC,2,0,1,1,44,5,0,1,0,54,51,51,4.18366981967445
MPZL1,1,1,0,0,44,8,0,0,0,54,51,51,4.18366981967445
MRI1,13,0,0,0,29,9,0,3,0,54,51,51,4.18366981967445
NIPA2,3,1,0,0,44,6,0,0,0,54,51,51,4.18366981967445
NOSIP,1,0,2,0,46,4,0,1,0,54,51,51,4.18366981967445
PARP16,1,0,0,0,48,5,0,0,0,54,51,51,4.18366981967445
PDIK1L,1,0,1,0,47,4,1,0,0,54,51,51,4.18366981967445
PDZK1,2,1,0,0,43,8,0,0,0,54,51,51,4.18366981967445
PKMYT1,4,0,0,0,44,5,0,1,0,54,51,51,4.18366981967445
PRKAG1,2,0,0,0,43,6,0,3,0,54,51,51,4.18366981967445
RIPPLY3,5,1,0,0,46,2,0,0,0,54,51,51,4.18366981967445
SGCB,1,2,0,0,46,4,0,1,0,54,51,51,4.18366981967445
TUBA1B,3,0,1,0,43,5,0,2,0,54,51,51,4.18366981967445
WDR92,2,0,0,0,44,6,0,2,0,54,51,51,4.18366981967445
ERVMER34-1,5,0,0,0,33,1,0,0,1,40,34,34,4.18276242528166
XCL1,3,1,0,0,33,1,0,2,0,40,34,34,4.18276242528166
CA4,0,0,3,0,55,3,0,0,0,61,60,60,4.1793884285762
EFCAB14,4,0,0,0,48,7,0,2,0,61,60,60,4.1793884285762
FBXO9,2,0,0,0,55,4,0,0,0,61,60,60,4.1793884285762
FUT2,2,1,0,0,56,2,0,0,0,61,60,60,4.1793884285762
HOXC13,1,0,0,0,56,2,0,1,1,61,60,60,4.1793884285762
HTRA2,4,5,0,0,44,6,0,2,0,61,60,60,4.1793884285762
IGF2,4,1,0,0,53,1,0,0,2,61,60,60,4.1793884285762
LHFPL5,0,0,0,0,58,3,0,0,0,61,60,60,4.1793884285762
OOEP,0,0,0,0,54,7,0,0,0,61,60,60,4.1793884285762
PSMA1,1,1,0,0,48,8,0,3,0,61,60,60,4.1793884285762
SRC,2,0,0,0,52,4,0,2,1,61,60,60,4.1793884285762
TBX6,1,2,1,0,52,3,1,1,0,61,60,60,4.1793884285762
USP46,2,0,1,0,51,4,0,3,0,61,60,60,4.1793884285762
WIPI2,1,1,0,0,57,2,0,0,0,61,60,60,4.1793884285762
CEP19,0,0,3,0,32,8,0,2,0,45,40,40,4.17776857504235
CTHRC1,0,1,0,0,37,5,0,2,0,45,40,40,4.17776857504235
EFNA5,2,0,0,0,39,2,0,2,0,45,40,40,4.17776857504235
FN3KRP,0,1,1,0,36,5,0,2,0,45,40,40,4.17776857504235
GOLGA6D,1,0,0,0,38,4,0,2,0,45,40,40,4.17776857504235
HSDL1,0,1,0,0,37,5,0,1,1,45,40,40,4.17776857504235
LPAR5,0,0,0,0,45,0,0,0,0,45,40,40,4.17776857504235
TBC1D28,1,0,0,0,41,3,0,0,0,45,40,40,4.17776857504235
TMEM59,0,1,0,0,43,1,0,0,0,45,40,40,4.17776857504235
TSEN54,0,0,0,0,40,5,0,0,0,45,40,40,4.17776857504235
ZNF346,2,1,0,0,38,2,0,2,0,45,40,40,4.17776857504235
CACNG6,8,0,0,0,54,2,0,0,0,64,64,64,4.17438726989564
HFE,1,1,0,0,56,4,0,2,0,64,64,64,4.17438726989564
KLRK1,10,0,0,0,45,7,0,2,0,64,64,64,4.17438726989564
LRRC14B,4,0,0,0,56,4,0,0,0,64,64,64,4.17438726989564
OPTC,0,0,0,0,60,1,0,3,0,64,64,64,4.17438726989564
OR6B2,0,0,0,1,62,1,0,0,0,64,64,64,4.17438726989564
ABHD12,1,0,0,0,47,4,0,5,0,57,55,55,4.17172811585279
ACOT4,0,1,0,0,55,1,0,0,0,57,55,55,4.17172811585279
ALDH3A2,1,3,1,0,48,3,0,1,0,57,55,55,4.17172811585279
BPNT1,0,1,1,0,52,1,0,2,0,57,55,55,4.17172811585279
C19orf45,5,0,1,0,49,1,0,1,0,57,55,55,4.17172811585279
CDK7,1,1,1,0,49,1,0,4,0,57,55,55,4.17172811585279
CYB5R1,1,0,0,0,51,4,0,1,0,57,55,55,4.17172811585279
DDIT4L,0,0,0,0,49,7,0,1,0,57,55,55,4.17172811585279
DNAJA1,3,2,1,1,43,6,0,1,0,57,55,55,4.17172811585279
DPH1,0,1,0,0,51,3,0,1,1,57,55,55,4.17172811585279
ECHS1,0,2,0,0,48,4,0,3,0,57,55,55,4.17172811585279
ENTPD5,6,1,0,0,43,3,1,3,0,57,55,55,4.17172811585279
FBXO25,8,0,0,0,37,7,0,5,0,57,55,55,4.17172811585279
GIPC3,3,1,0,0,47,5,0,1,0,57,55,55,4.17172811585279
GLUD1,3,0,0,0,50,3,0,1,0,57,55,55,4.17172811585279
GPALPP1,5,3,0,0,45,2,0,2,0,57,55,55,4.17172811585279
HOXA5,2,1,1,0,51,2,0,0,0,57,55,55,4.17172811585279
HSD3B7,4,0,0,0,51,2,0,0,0,57,55,55,4.17172811585279
IFNL3,2,1,0,0,45,6,0,3,0,57,55,55,4.17172811585279
IGHV3-43,0,1,0,0,52,3,0,0,1,57,55,55,4.17172811585279
KCNJ13,4,1,1,0,48,2,0,0,1,57,55,55,4.17172811585279
KLK2,1,0,0,0,51,3,0,2,0,57,55,55,4.17172811585279
NFATC2IP,2,1,2,0,45,4,0,3,0,57,55,55,4.17172811585279
NMS,0,0,0,0,47,7,1,2,0,57,55,55,4.17172811585279
OSCP1,3,0,0,0,51,1,0,2,0,57,55,55,4.17172811585279
PGAM2,1,1,0,0,51,3,0,1,0,57,55,55,4.17172811585279
PSTK,2,1,0,0,50,2,0,2,0,57,55,55,4.17172811585279
RRH,3,2,0,0,48,3,0,1,0,57,55,55,4.17172811585279
SIX3,4,0,0,0,49,4,0,0,0,57,55,55,4.17172811585279
SLC10A4,2,2,0,0,52,1,0,0,0,57,55,55,4.17172811585279
SLC25A45,8,2,0,0,41,3,0,3,0,57,55,55,4.17172811585279
SPN,1,2,0,0,51,3,0,0,0,57,55,55,4.17172811585279
SRSF7,3,0,0,0,49,5,0,0,0,57,55,55,4.17172811585279
TMEM51,1,2,0,0,52,2,0,0,0,57,55,55,4.17172811585279
ZNF219,6,2,0,0,46,2,0,1,0,57,55,55,4.17172811585279
ZNF497,3,1,0,0,49,3,1,0,0,57,55,55,4.17172811585279
TMEM136,3,0,0,0,28,1,0,0,0,32,25,25,4.1703635686675
ATAT1,5,2,0,0,37,2,0,2,1,49,45,45,4.16896507617701
C16orf93,1,0,0,0,45,1,0,1,1,49,45,45,4.16896507617701
CCDC101,2,0,0,0,42,2,0,3,0,49,45,45,4.16896507617701
CD3G,11,0,0,0,30,6,0,2,0,49,45,45,4.16896507617701
CHMP4C,0,1,0,0,45,2,0,1,0,49,45,45,4.16896507617701
CST11,3,1,0,0,41,3,0,1,0,49,45,45,4.16896507617701
CYBRD1,4,0,0,0,43,2,0,0,0,49,45,45,4.16896507617701
DEGS2,0,0,0,0,46,2,0,1,0,49,45,45,4.16896507617701
DUSP19,2,1,0,0,41,4,0,1,0,49,45,45,4.16896507617701
DUSP8,0,0,0,0,49,0,0,0,0,49,45,45,4.16896507617701
FGF8,1,1,0,0,39,6,0,2,0,49,45,45,4.16896507617701
GMCL1,3,1,0,0,37,5,1,2,0,49,45,45,4.16896507617701
HPGDS,3,0,0,0,42,4,0,0,0,49,45,45,4.16896507617701
MCTS1,2,2,0,0,41,2,0,2,0,49,45,45,4.16896507617701
MS4A6E,2,0,0,0,43,3,0,1,0,49,45,45,4.16896507617701
NHEJ1,0,0,1,0,42,3,0,3,0,49,45,45,4.16896507617701
NUCKS1,0,1,0,0,38,9,1,0,0,49,45,45,4.16896507617701
SHISA9,2,2,0,0,44,1,0,0,0,49,45,45,4.16896507617701
SLC16A3,1,0,1,0,45,1,0,1,0,49,45,45,4.16896507617701
SLC25A27,2,0,0,0,33,13,0,1,0,49,45,45,4.16896507617701
STARD10,1,0,2,0,39,4,0,2,1,49,45,45,4.16896507617701
TPRA1,1,0,3,0,45,0,0,0,0,49,45,45,4.16896507617701
TUBB,4,0,1,0,42,1,0,0,1,49,45,45,4.16896507617701
UROD,5,1,0,0,38,4,0,1,0,49,45,45,4.16896507617701
USP27X,1,0,0,0,46,2,0,0,0,49,45,45,4.16896507617701
ZNF691,3,0,0,0,42,3,0,1,0,49,45,45,4.16896507617701
ALDOC,1,0,0,0,51,1,0,0,0,53,50,50,4.16773517068779
CHRFAM7A,1,0,1,0,48,2,0,1,0,53,50,50,4.16773517068779
CIDEA,1,0,0,0,47,4,0,1,0,53,50,50,4.16773517068779
CLDN8,1,0,0,0,49,2,0,0,1,53,50,50,4.16773517068779
EDN1,3,2,2,0,40,6,0,0,0,53,50,50,4.16773517068779
FAM102A,1,0,0,0,50,2,0,0,0,53,50,50,4.16773517068779
FAM69B,3,1,0,0,46,3,0,0,0,53,50,50,4.16773517068779
FAM76B,2,0,1,0,46,3,0,1,0,53,50,50,4.16773517068779
GJB5,0,0,0,1,51,1,0,0,0,53,50,50,4.16773517068779
GPR180,3,0,1,0,43,1,0,5,0,53,50,50,4.16773517068779
GRWD1,2,1,0,0,47,2,1,0,0,53,50,50,4.16773517068779
IRF7,1,1,0,0,50,1,0,0,0,53,50,50,4.16773517068779
LY6G6F,1,1,0,0,48,2,0,0,1,53,50,50,4.16773517068779
MS4A13,2,0,0,0,39,8,0,4,0,53,50,50,4.16773517068779
MS4A6A,5,0,0,0,47,0,0,1,0,53,50,50,4.16773517068779
PDLIM4,6,1,0,0,42,3,0,1,0,53,50,50,4.16773517068779
PITX1,1,2,1,0,46,3,0,0,0,53,50,50,4.16773517068779
POC1A,1,0,0,0,50,0,0,2,0,53,50,50,4.16773517068779
PTAFR,1,0,0,0,50,2,0,0,0,53,50,50,4.16773517068779
RAD52,3,0,1,0,41,5,0,3,0,53,50,50,4.16773517068779
SFRP1,1,1,1,0,47,3,0,0,0,53,50,50,4.16773517068779
SGPP2,2,0,0,0,50,0,1,0,0,53,50,50,4.16773517068779
SMAD7,2,0,0,0,47,4,0,0,0,53,50,50,4.16773517068779
SPIB,4,0,0,0,47,0,0,2,0,53,50,50,4.16773517068779
SUCLG2,2,0,0,0,48,2,0,1,0,53,50,50,4.16773517068779
TAS2R42,5,5,0,0,40,3,0,0,0,53,50,50,4.16773517068779
TNFSF18,2,0,0,0,44,6,0,1,0,53,50,50,4.16773517068779
TSPAN19,2,0,0,0,46,2,0,3,0,53,50,50,4.16773517068779
UFD1L,2,0,0,0,44,1,0,6,0,53,50,50,4.16773517068779
IGKV3-20,0,0,0,0,38,1,0,0,0,39,33,33,4.16751698363728
WFDC3,0,0,0,0,35,3,0,1,0,39,33,33,4.16751698363728
ATAD3C,0,0,0,0,55,1,0,4,0,60,59,59,4.16374023276824
BRF2,3,3,1,0,45,7,1,0,0,60,59,59,4.16374023276824
CLRN1,4,1,0,0,50,4,0,1,0,60,59,59,4.16374023276824
HLA-E,1,1,2,0,53,3,0,0,0,60,59,59,4.16374023276824
IMP4,1,1,1,0,54,3,0,0,0,60,59,59,4.16374023276824
JMJD6,0,1,0,0,57,1,0,1,0,60,59,59,4.16374023276824
KRT18,0,1,1,0,56,1,0,1,0,60,59,59,4.16374023276824
NAT8,2,2,0,0,54,2,0,0,0,60,59,59,4.16374023276824
POLB,6,1,0,0,45,5,0,3,0,60,59,59,4.16374023276824
PUS1,0,0,0,0,57,3,0,0,0,60,59,59,4.16374023276824
RGP1,6,0,0,0,49,4,0,1,0,60,59,59,4.16374023276824
RGS7BP,2,1,0,0,48,8,0,1,0,60,59,59,4.16374023276824
TBKBP1,1,0,0,0,53,5,0,1,0,60,59,59,4.16374023276824
TMIGD2,2,1,0,0,50,5,0,2,0,60,59,59,4.16374023276824
TRIM65,1,0,1,1,52,4,0,1,0,60,59,59,4.16374023276824
ABHD5,1,0,1,0,36,6,0,0,0,44,39,39,4.16181271746188
APOL4,0,0,0,0,39,4,0,1,0,44,39,39,4.16181271746188
C2orf69,3,1,0,0,37,3,0,0,0,44,39,39,4.16181271746188
C9orf78,0,0,1,0,36,2,0,4,1,44,39,39,4.16181271746188
CABP1,1,0,0,0,36,5,0,2,0,44,39,39,4.16181271746188
CBX5,6,2,0,0,29,5,0,2,0,44,39,39,4.16181271746188
GALE,0,0,0,0,42,1,0,1,0,44,39,39,4.16181271746188
HOXB8,0,2,0,0,40,2,0,0,0,44,39,39,4.16181271746188
MAGEF1,3,0,0,1,36,4,0,0,0,44,39,39,4.16181271746188
PGPEP1L,1,1,0,0,41,0,1,0,0,44,39,39,4.16181271746188
SDC4,0,0,1,0,38,4,0,1,0,44,39,39,4.16181271746188
ACBD4,2,2,0,0,51,5,0,2,1,63,63,63,4.15888308335967
C9orf135,0,1,0,0,50,6,0,6,0,63,63,63,4.15888308335967
CORO1A,3,1,0,0,56,3,0,0,0,63,63,63,4.15888308335967
DEFB112,1,2,0,0,49,10,0,0,1,63,63,63,4.15888308335967
EVL,5,1,1,0,50,5,0,1,0,63,63,63,4.15888308335967
FBL,4,0,0,0,52,5,0,1,1,63,63,63,4.15888308335967
KRTAP11-1,1,0,0,0,58,3,1,0,0,63,63,63,4.15888308335967
MLC1,4,0,0,0,56,2,0,1,0,63,63,63,4.15888308335967
SLC29A1,2,1,1,0,55,2,0,2,0,63,63,63,4.15888308335967
ACAA1,5,2,1,0,43,3,0,2,0,56,54,54,4.15575293283367
ASB7,1,0,0,0,40,14,0,1,0,56,54,54,4.15575293283367
BCAP31,1,0,1,0,52,0,0,2,0,56,54,54,4.15575293283367
C19orf47,8,0,0,0,46,0,0,2,0,56,54,54,4.15575293283367
CDC42EP1,5,0,0,0,47,4,0,0,0,56,54,54,4.15575293283367
CRYGA,9,3,0,0,42,2,0,0,0,56,54,54,4.15575293283367
EIF3I,3,0,0,0,50,2,0,1,0,56,54,54,4.15575293283367
GSX2,2,0,0,0,50,4,0,0,0,56,54,54,4.15575293283367
GTF2H3,1,1,0,0,46,4,1,3,0,56,54,54,4.15575293283367
KLHDC2,5,0,0,0,45,5,0,1,0,56,54,54,4.15575293283367
LY96,4,1,0,0,41,8,0,2,0,56,54,54,4.15575293283367
MDH1,2,0,0,0,48,3,0,3,0,56,54,54,4.15575293283367
MECR,0,1,0,0,54,1,0,0,0,56,54,54,4.15575293283367
MKRN1,3,0,0,0,46,5,0,2,0,56,54,54,4.15575293283367
PEF1,1,1,0,0,51,3,0,0,0,56,54,54,4.15575293283367
PELI1,2,1,1,0,50,0,0,2,0,56,54,54,4.15575293283367
POLR3D,0,1,0,0,43,11,0,1,0,56,54,54,4.15575293283367
POMC,2,0,0,0,52,2,0,0,0,56,54,54,4.15575293283367
PPP1R17,2,3,0,0,44,3,0,3,1,56,54,54,4.15575293283367
PPP1R42,1,1,0,0,47,5,0,2,0,56,54,54,4.15575293283367
PTHLH,1,0,0,0,47,8,0,0,0,56,54,54,4.15575293283367
QPCTL,2,1,1,0,49,2,0,1,0,56,54,54,4.15575293283367
RAB36,1,0,1,0,52,1,0,1,0,56,54,54,4.15575293283367
RNASE9,2,0,0,0,46,7,0,1,0,56,54,54,4.15575293283367
ST3GAL5,4,0,0,0,47,4,0,1,0,56,54,54,4.15575293283367
STEAP1,2,0,0,0,50,4,0,0,0,56,54,54,4.15575293283367
STK25,2,1,0,0,49,2,1,1,0,56,54,54,4.15575293283367
TCF7,5,3,2,0,43,2,0,1,0,56,54,54,4.15575293283367
TNFSF10,2,0,0,0,45,5,0,4,0,56,54,54,4.15575293283367
APOL2,0,0,0,0,39,6,1,2,0,48,44,44,4.15272271611308
ATP6V1E2,0,1,0,0,41,5,0,0,1,48,44,44,4.15272271611308
CDK5R1,1,0,2,0,44,1,0,0,0,48,44,44,4.15272271611308
CRYM,1,1,0,0,42,2,1,1,0,48,44,44,4.15272271611308
HIBADH,1,1,0,0,43,1,1,1,0,48,44,44,4.15272271611308
ICOS,3,1,0,0,41,1,0,2,0,48,44,44,4.15272271611308
IGKV2D-29,0,0,0,0,42,3,0,2,1,48,44,44,4.15272271611308
KIR2DL4,0,0,0,0,45,2,0,1,0,48,44,44,4.15272271611308
NTN3,3,0,0,0,43,2,0,0,0,48,44,44,4.15272271611308
